,symbol,concept,contexts,types,label
13327,east,theArchangelRaphael,generalOrUnknown,AssociationSimulation,the archangel Raphael
13328,gemini,theArchangelRaphael,generalOrUnknown,AssociationSimulation,the archangel Raphael
13329,gourdWithPilgrimSStaffAndWallet,theArchangelRaphael,christian,AttributeSimulation,the archangel Raphael
13330,monkey,theArchangelRaphael,generalOrUnknown,AssociationSimulation,the archangel Raphael
13331,mercuryPlanet,theArchangelRaphael,kabalistic @ generalOrUnknown,AssociationSimulation,the archangel Raphael
13332,messenger,theArchangelRaphael,generalOrUnknown,Simulation,the archangel Raphael
13333,orangeFruit,theArchangelRaphael,kabalistic,AssociationSimulation,the archangel Raphael
13334,silverBirch,theArchangelRaphael,generalOrUnknown,AssociationSimulation,the archangel Raphael
13335,staffWithGourdAndOrWallet,theArchangelRaphael,generalOrUnknown,AttributeSimulation,the archangel Raphael
13336,virgo,theArchangelRaphael,generalOrUnknown,AssociationSimulation,the archangel Raphael
13337,yellowTopaz,theArchangelRaphael,generalOrUnknown,AssociationSimulation,the archangel Raphael
13338,larch,theArchangelRaphael,generalOrUnknown,AssociationSimulation,the archangel Raphael
13339,wednesday,theArchangelRaphael,generalOrUnknown,AssociationSimulation,the archangel Raphael
13340,opal,theArchangelRaphael,generalOrUnknown,AssociationSimulation,the archangel Raphael
13341,ashTree,yggdrasil,norse,Simulation,Yggdrasil
13342,aspen,fear,generalOrUnknown,Simulation,fear
13343,batAnimal,fear,jewish,Simulation,fear
13344,phobos,fear,greek,Simulation,fear
13345,5,fear,kabalistic,Simulation,fear
13346,ebony,fear,generalOrUnknown,ProtectionSimulation,fear
13347,meltingWax,fear,generalOrUnknown,Simulation,fear
13348,north,fear,chinese,Simulation,fear
13349,gelatin,fear,generalOrUnknown,Simulation,fear
13350,lossOfTeeth,fear,generalOrUnknown,Simulation,fear
13351,grasshopper,fear,generalOrUnknown,Simulation,fear
13352,paleness,fear,generalOrUnknown,Simulation,fear
13353,virgin,fear,generalOrUnknown,Simulation,fear
13354,aspen,judas,generalOrUnknown,EmblematicSimulation,Judas
13355,blankOrYellowShield,judas,christian,AttributeSimulation,Judas
13356,blackNimbus,judas,christian,AttributeSimulation,Judas
13357,manWithMoneyInTwoHands,judas,christian,Simulation,Judas
13358,moneyBagWithThirtyPiecesOfSilver,judas,christian,AttributeSimulation,Judas
13359,purse,judas,christian,AttributeSimulation,Judas
13360,purseWith30Coins,judas,christian,AttributeSimulation,Judas
13361,thirtyCoinsEspeciallySilver,judas,christian,AttributeSimulation,Judas
13362,moneyBag,judas,christian,AttributeSimulation,Judas
13363,redHair,judas,christian,AttributeSimulation,Judas
13364,ropeAroundTheNeck,judas,christian,AttributeSimulation,Judas
13365,aspen,lamentation,flowerLanguage,Simulation,lamentation
13366,ashTree,lamentation,generalOrUnknown,Simulation,lamentation
13367,wringingTheHands,lamentation,generalOrUnknown,Simulation,lamentation
13368,poplar,lamentation,generalOrUnknown,Simulation,lamentation
13369,aspen,theWoodOfTheCross,generalOrUnknown,Simulation,the wood of the Cross
13370,sycamorousFicus,theWoodOfTheCross,christian,Simulation,the wood of the Cross
13371,aspen,transformation,celtic,Simulation,transformation
13372,fire,transformation,generalOrUnknown,Simulation,transformation
13373,m,transformation,generalOrUnknown,AssociationSimulation,transformation
13374,mask,transformation,generalOrUnknown,Simulation,transformation
13375,40,transformation,kabalistic,Simulation,transformation
13376,deathTarot,transformation,generalOrUnknown,Simulation,transformation
13377,chrysalis,transformation,generalOrUnknown,Simulation,transformation
13378,cinderella,transformation,generalOrUnknown,Simulation,transformation
13379,evaporation,transformation,generalOrUnknown,Simulation,transformation
13380,heroicJourney,transformation,generalOrUnknown,Simulation,transformation
13381,fermentation,transformation,alchemic,Simulation,transformation
13382,immersion,transformation,generalOrUnknown,Simulation,transformation
13383,ritualCloak,transformation,generalOrUnknown,Simulation,transformation
13384,tomb,transformation,generalOrUnknown,Simulation,transformation
13385,fog,transformation,generalOrUnknown,Simulation,transformation
13386,mermaid,transformation,generalOrUnknown,Simulation,transformation
13387,plutoDwarfPlanet,transformation,generalOrUnknown,AssociationSimulation,transformation
13388,poplar,transformation,celtic,Simulation,transformation
13389,aspen,vision,celtic,Simulation,vision
13390,hawk,vision,generalOrUnknown,Simulation,vision
13391,willow,vision,celtic,Simulation,vision
13392,poplar,vision,celtic,Simulation,vision
13393,asperges,expulsionOfEvil,christian,Simulation,expulsion of evil
13394,holyWater,expulsionOfEvil,christian,Simulation,expulsion of evil
13395,asperges,holiness,christian,Simulation,holiness
13396,spikenard,holiness,generalOrUnknown,Simulation,holiness
13397,12,holiness,generalOrUnknown,Simulation,holiness
13398,bible,holiness,generalOrUnknown,Simulation,holiness
13399,earthElement,holiness,chinese,Simulation,holiness
13400,nimbusRadianceSurroundingTheHead,holiness,christian,Simulation,holiness
13401,roman,holiness,generalOrUnknown,AssociationSimulation,holiness
13402,sky,holiness,generalOrUnknown,Simulation,holiness
13403,white,holiness,christian @ generalOrUnknown,AssociationSimulation,holiness
13404,garland,holiness,generalOrUnknown,Simulation,holiness
13405,mandorla,holiness,generalOrUnknown,Simulation,holiness
13406,shiningFace,holiness,generalOrUnknown,Simulation,holiness
13407,assDonkey,balaam,jewish,AssociationSimulation,Balaam
13408,prophetWithLameFoot,balaam,jewish,Simulation,Balaam
13409,prophetWithOneEye,balaam,jewish,Simulation,Balaam
13410,assDonkey,christSEntryIntoJerusalem,christian,Simulation,Christ’s entry into Jerusalem
13411,processionInChurch,christSEntryIntoJerusalem,christian,Simulation,Christ’s entry into Jerusalem
13412,palmBranch,christSEntryIntoJerusalem,christian,Simulation,Christ’s entry into Jerusalem
13413,assDonkey,cleverness,generalOrUnknown,Simulation,cleverness
13414,ant,cleverness,heraldic,Simulation,cleverness
13415,dedalus,cleverness,greek,Simulation,cleverness
13416,mouse,cleverness,generalOrUnknown,Simulation,cleverness
13417,odysseusUlysses,cleverness,grecoRoman,Simulation,cleverness
13418,assDonkey,conceit,generalOrUnknown,Simulation,conceit
13419,aeolianHarp,conceit,generalOrUnknown,Simulation,conceit
13420,ape,conceit,chinese,Simulation,conceit
13421,geese,conceit,generalOrUnknown,Simulation,conceit
13422,assDonkey,contentment,heraldic,Simulation,contentment
13423,batAnimal,contentment,chinese,Simulation,contentment
13424,houstonia,contentment,flowerLanguage,Simulation,contentment
13425,camel,contentment,heraldic,Simulation,contentment
13426,waterBuffalo,contentment,generalOrUnknown,Simulation,contentment
13427,assDonkey,foolishness,generalOrUnknown,Simulation,foolishness
13428,geranium,foolishness,generalOrUnknown,Simulation,foolishness
13429,pomegranate,foolishness,flowerLanguage,Simulation,foolishness
13430,cuckoo,foolishness,generalOrUnknown,Simulation,foolishness
13431,cosmetics,foolishness,generalOrUnknown,Simulation,foolishness
13432,geese,foolishness,generalOrUnknown,Simulation,foolishness
13433,ostrich,foolishness,generalOrUnknown,Simulation,foolishness
13434,youngRooster,foolishness,generalOrUnknown,Simulation,foolishness
13435,turkeyBird,foolishness,generalOrUnknown,Simulation,foolishness
13436,macaroni,foolishness,generalOrUnknown,Simulation,foolishness
13437,paintedFace,foolishness,generalOrUnknown,Simulation,foolishness
13438,assDonkey,greatness,generalOrUnknown,Simulation,greatness
13439,roman,greatness,generalOrUnknown,AssociationSimulation,greatness
13440,assDonkey,ignorance,generalOrUnknown,Simulation,ignorance
13441,black,ignorance,generalOrUnknown,AssociationSimulation,ignorance
13442,blindfold,ignorance,generalOrUnknown,Simulation,ignorance
13443,blindness,ignorance,generalOrUnknown,Simulation,ignorance
13444,child,ignorance,generalOrUnknown,Simulation,ignorance
13445,dragon,ignorance,generalOrUnknown,Simulation,ignorance
13446,veil,ignorance,generalOrUnknown,Simulation,ignorance
13447,bandagedEyes,ignorance,generalOrUnknown,Simulation,ignorance
13448,atTheCenterOfTheRoundOfExistence,ignorance,buddhist,Simulation,ignorance
13449,darkComplexion,ignorance,generalOrUnknown,Simulation,ignorance
13450,dwarf,ignorance,generalOrUnknown,Simulation,ignorance
13451,drugs,ignorance,generalOrUnknown,Simulation,ignorance
13452,darkness,ignorance,generalOrUnknown,Simulation,ignorance
13453,elephantHide,ignorance,buddhist,Simulation,ignorance
13454,lead,ignorance,generalOrUnknown,Simulation,ignorance
13455,lowForehead,ignorance,generalOrUnknown,Simulation,ignorance
13456,owlEyes,ignorance,generalOrUnknown,Simulation,ignorance
13457,poppy,ignorance,christian @ generalOrUnknown,Simulation,ignorance
13458,peasant,ignorance,generalOrUnknown,Simulation,ignorance
13459,sleep,ignorance,generalOrUnknown,Simulation,ignorance
13460,jackdaw,ignorance,generalOrUnknown,Simulation,ignorance
13461,squintingEyes,ignorance,generalOrUnknown,Simulation,ignorance
13462,assDonkey,inconstancy,generalOrUnknown,AttributeSimulation @ Simulation,inconstancy
13463,butterfly,inconstancy,generalOrUnknown,Simulation,inconstancy
13464,mercuryMetal,inconstancy,generalOrUnknown,Simulation,inconstancy
13465,moon,inconstancy,generalOrUnknown,Simulation,inconstancy
13466,tongue,inconstancy,generalOrUnknown,Simulation,inconstancy
13467,april,inconstancy,generalOrUnknown,Simulation,inconstancy
13468,columbine,inconstancy,generalOrUnknown,Simulation,inconstancy
13469,darkYellow,inconstancy,generalOrUnknown,Simulation,inconstancy
13470,eveningPrimrose,inconstancy,flowerLanguage,Simulation,inconstancy
13471,eve,inconstancy,generalOrUnknown,Simulation,inconstancy
13472,monkey,inconstancy,generalOrUnknown,AttributeSimulation,inconstancy
13473,ostrich,inconstancy,generalOrUnknown,Simulation,inconstancy
13474,nearEastTulip,inconstancy,flowerLanguage,Simulation,inconstancy
13475,primrose,inconstancy,generalOrUnknown,Simulation,inconstancy
13476,weatherCockWeatherVane,inconstancy,generalOrUnknown,Simulation,inconstancy
13477,wheel,inconstancy,generalOrUnknown,AttributeSimulation,inconstancy
13478,tulip,inconstancy,generalOrUnknown,Simulation,inconstancy
13479,wind,inconstancy,generalOrUnknown,Simulation,inconstancy
13480,n,inconstancy,generalOrUnknown,AssociationSimulation,inconstancy
13481,assDonkey,infatuation,grecoRoman,Simulation,infatuation
13482,sunflowerHelianthusAnnuus,infatuation,generalOrUnknown,Simulation,infatuation
13483,assDonkey,jealousy,generalOrUnknown,Simulation,jealousy
13484,artemisDiana,jealousy,grecoRoman,Simulation,jealousy
13485,dog,jealousy,tibetan,Simulation,jealousy
13486,crouchingLeopard,jealousy,generalOrUnknown,Simulation,jealousy
13487,heraJuno,jealousy,grecoRoman,Simulation,jealousy
13488,handkerchief,jealousy,generalOrUnknown,Simulation,jealousy
13489,leopard,jealousy,generalOrUnknown,Simulation,jealousy
13490,serpent,jealousy,generalOrUnknown,Simulation,jealousy
13491,swan,jealousy,generalOrUnknown,Simulation,jealousy
13492,tiger,jealousy,generalOrUnknown,Simulation,jealousy
13493,barley,jealousy,generalOrUnknown,Simulation,jealousy
13494,cain,jealousy,jewish,Simulation,jealousy
13495,cuckoo,jealousy,generalOrUnknown,Simulation,jealousy
13496,darkYellow,jealousy,generalOrUnknown,Simulation,jealousy
13497,frenchMarigold,jealousy,flowerLanguage,Simulation,jealousy
13498,green,jealousy,generalOrUnknown,Simulation,jealousy
13499,jaundice,jealousy,generalOrUnknown,Simulation,jealousy
13500,orangeFruit,jealousy,generalOrUnknown,Simulation,jealousy
13501,scorpio,jealousy,generalOrUnknown,RelatednessSimulation,jealousy
13502,sparrowHawk,jealousy,generalOrUnknown,Simulation,jealousy
13503,stepmother,jealousy,generalOrUnknown,Simulation,jealousy
13504,hummingbird,jealousy,generalOrUnknown,Simulation,jealousy
13505,greenEyes,jealousy,generalOrUnknown,Simulation,jealousy
13506,trout,jealousy,generalOrUnknown,Simulation,jealousy
13507,yellowRose,jealousy,generalOrUnknown @ heraldic,Simulation,jealousy
13508,assDonkey,lewdness,generalOrUnknown,Simulation,lewdness
13509,goat,lewdness,jewish,Simulation,lewdness
13510,sparrow,lewdness,christian,Simulation,lewdness
13511,assDonkey,lust,generalOrUnknown,Simulation,lust
13512,cat,lust,christian,Simulation,lust
13513,boar,lust,generalOrUnknown,Simulation,lust
13514,burning,lust,generalOrUnknown,Simulation,lust
13515,craneBird,lust,generalOrUnknown,Simulation,lust
13516,crocodile,lust,generalOrUnknown,Simulation,lust
13517,flute,lust,generalOrUnknown,Simulation,lust
13518,goat,lust,christian @ generalOrUnknown @ grecoRoman @ jewish,Simulation,lust
13519,horse,lust,christian @ generalOrUnknown,Simulation,lust
13520,leopard,lust,generalOrUnknown,Simulation,lust
13521,mirror,lust,generalOrUnknown,AttributeSimulation,lust
13522,rabbit,lust,northAmericanIndian,Simulation,lust
13523,whale,lust,generalOrUnknown,Simulation,lust
13524,wildManWildWoman,lust,generalOrUnknown,Simulation,lust
13525,veil,lust,generalOrUnknown,AttributeSimulation,lust
13526,swine,lust,generalOrUnknown,Simulation,lust
13527,wolf,lust,generalOrUnknown,Simulation,lust
13528,androsphinx,lust,egyptian,AssociationSimulation,lust
13529,ape,lust,christian @ generalOrUnknown,Simulation,lust
13530,555,lust,generalOrUnknown,AssociationSimulation,lust
13531,baboon,lust,generalOrUnknown,Simulation,lust
13532,cobbler,lust,generalOrUnknown,Simulation,lust
13533,cosmetics,lust,generalOrUnknown,Simulation,lust
13534,hare,lust,christian @ generalOrUnknown,Simulation,lust
13535,flyInsect,lust,generalOrUnknown,Simulation,lust
13536,honey,lust,generalOrUnknown,Simulation,lust
13537,jackal,lust,hindu,Simulation,lust
13538,liver,lust,generalOrUnknown,Simulation,lust
13539,orangeColor,lust,generalOrUnknown,Simulation,lust
13540,porpoise,lust,generalOrUnknown,Simulation,lust
13541,pipeMusical,lust,generalOrUnknown,Simulation,lust
13542,oyster,lust,generalOrUnknown,Simulation,lust
13543,scorpion,lust,generalOrUnknown,Simulation,lust
13544,satyr,lust,grecoRoman,Simulation,lust
13545,wine,lust,generalOrUnknown,Simulation,lust
13546,figLeaf,lust,generalOrUnknown,Simulation,lust
13547,heatedPlow,lust,generalOrUnknown,Simulation,lust
13548,fullThickHeadOfHair,lust,generalOrUnknown,Simulation,lust
13549,torch,lust,generalOrUnknown,AttributeSimulation,lust
13550,nuditasCriminalis,lust,generalOrUnknown,Simulation,lust
13551,paintedFace,lust,generalOrUnknown,Simulation,lust
13552,marrow,lust,generalOrUnknown,Simulation,lust
13553,meadow,lust,generalOrUnknown,Simulation,lust
13554,oven,lust,generalOrUnknown,Simulation,lust
13555,syrinx,lust,generalOrUnknown,Simulation,lust
13556,twoDoves,lust,generalOrUnknown,AttributeSimulation,lust
13557,woodpecker,lust,generalOrUnknown,Simulation,lust
13558,wren,lust,generalOrUnknown,Simulation,lust
13559,assDonkey,messengerOfDeath,generalOrUnknown,Simulation,messenger of death
13560,raven,messengerOfDeath,indic,Simulation,messenger of death
13561,assDonkey,ra,egyptian,AssociationSimulation,Ra
13562,feather,ra,egyptian,AttributeSimulation,Ra
13563,androsphinx,ra,egyptian,AssociationSimulation,Ra
13564,bennu,ra,egyptian,AssociationSimulation,Ra
13565,disk,ra,egyptian,Simulation,Ra
13566,falconHeadedGod,ra,egyptian,Simulation,Ra
13567,goldMetalAndColor,ra,egyptian,Simulation,Ra
13568,hawk,ra,egyptian,Simulation,Ra
13569,middaySun,ra,egyptian,Simulation,Ra
13570,lionWithSolarDisk,ra,egyptian,Simulation,Ra
13571,phoenix,ra,egyptian,AssociationSimulation,Ra
13572,sunDisk,ra,egyptian,Simulation,Ra
13573,shepherd,ra,egyptian,Simulation,Ra
13574,obelisk,ra,egypt,Simulation,Ra
13575,rightEye,ra,egyptian,Simulation,Ra
13576,wingedCircle,ra,egyptian,EmblematicSimulation,Ra
13577,wingedDisk,ra,egyptian,Simulation,Ra
13578,assDonkey,sensuality,generalOrUnknown,Simulation,sensuality
13579,cat,sensuality,generalOrUnknown,Simulation,sensuality
13580,fox,sensuality,generalOrUnknown,Simulation,sensuality
13581,swine,sensuality,christian @ generalOrUnknown,Simulation,sensuality
13582,16,sensuality,generalOrUnknown,AssociationSimulation,sensuality
13583,5,sensuality,grecoRoman,AssociationSimulation,sensuality
13584,belly,sensuality,generalOrUnknown,Simulation,sensuality
13585,chestnut,sensuality,generalOrUnknown,Simulation,sensuality
13586,chocolate,sensuality,generalOrUnknown,Simulation,sensuality
13587,jackal,sensuality,hindu,Simulation,sensuality
13588,pear,sensuality,generalOrUnknown,Simulation,sensuality
13589,silk,sensuality,generalOrUnknown,Simulation,sensuality
13590,spanishJasmine,sensuality,flowerLanguage,Simulation,sensuality
13591,goldenCalf,sensuality,jewish,Simulation,sensuality
13592,pinkColor,sensuality,generalOrUnknown,Simulation,sensuality
13593,turtle,sensuality,amerindian,Simulation,sensuality
13594,assDonkey,steadiness,generalOrUnknown,Simulation,steadiness
13595,blue,steadiness,heraldic,Simulation,steadiness
13596,assDonkey,steedOfSitala,hindu,Simulation,steed of Sitala
13597,lion,steedOfSitala,hindu,Simulation,steed of Sitala
13598,assDonkey,subservience,generalOrUnknown,Simulation,subservience
13599,fawn,subservience,generalOrUnknown,Simulation,subservience
13600,graspingOneSOwnForelockBeforeASuperior,subservience,generalOrUnknown,Simulation,subservience
13601,livery,subservience,generalOrUnknown,Simulation,subservience
13602,removingOneSHat,subservience,generalOrUnknown,Simulation,subservience
13603,licking,subservience,generalOrUnknown,Simulation,subservience
13604,spaniel,subservience,generalOrUnknown,Simulation,subservience
13605,assDonkey,theFlightIntoEgypt,christian,Simulation,the flight into Egypt
13606,androsphinx,theFlightIntoEgypt,christian,Simulation,the flight into Egypt
13607,fallenIdol,theFlightIntoEgypt,christian,AssociationSimulation,the flight into Egypt
13608,pyramidAndStar,theFlightIntoEgypt,generalOrUnknown,Simulation,the flight into Egypt
13609,assDonkey,thePersonificationsOfSloth,generalOrUnknown,AttributeSimulation,the personifications of Sloth
13610,ox,thePersonificationsOfSloth,generalOrUnknown,AttributeSimulation,the personifications of Sloth
13611,assDonkey,zechariah,jewish,AttributeSimulation,Zechariah
13612,fourChariots,zechariah,jewish,AssociationSimulation,Zechariah
13613,measuringWithALine,zechariah,christian,AssociationSimulation,Zechariah
13614,stoneFullOfEyes,zechariah,jewish,AssociationSimulation,Zechariah
13615,wingedScroll,zechariah,christian,AssociationSimulation,Zechariah
13616,redHorse,zechariah,jewish,AssociationSimulation,Zechariah
13617,walledCity,zechariah,jewish,AssociationSimulation,Zechariah
13618,assDonkey,humility,generalOrUnknown @ heraldic,Simulation,humility
13619,assSkinCoatOrCloak,humility,generalOrUnknown,Simulation,humility
13620,ball,humility,greek,Simulation,humility
13621,ant,humility,generalOrUnknown,Simulation,humility
13622,ashes,humility,generalOrUnknown,Simulation,humility
13623,black,humility,christian @ generalOrUnknown,AssociationSimulation,humility
13624,blue,humility,generalOrUnknown @ heraldic,Simulation,humility
13625,broomPlant,humility,heraldic,Simulation,humility
13626,carryingSandals,humility,generalOrUnknown,Simulation,humility
13627,dove,humility,generalOrUnknown,Simulation,humility
13628,coatOrCloakOfCatMouseOrAssSkin,humility,generalOrUnknown,Simulation,humility
13629,coatOrCloakOfCatSkin,humility,generalOrUnknown,Simulation,humility
13630,earth,humility,generalOrUnknown,Simulation,humility
13631,gray,humility,generalOrUnknown,Simulation,humility
13632,habitMonastic,humility,generalOrUnknown,Simulation,humility
13633,feet,humility,generalOrUnknown,Simulation,humility
13634,lamb,humility,generalOrUnknown,AttributeSimulation,humility
13635,mallow,humility,chinese,Simulation,humility
13636,ox,humility,generalOrUnknown,Simulation,humility
13637,smallBindweed,humility,flowerLanguage,Simulation,humility
13638,reed,humility,generalOrUnknown,Simulation,humility
13639,saffron,humility,generalOrUnknown,Simulation,humility
13640,spikenard,humility,christian,Simulation,humility
13641,sandals,humility,generalOrUnknown,Simulation,humility
13642,violetFlower,humility,christian @ generalOrUnknown,Simulation,humility
13643,bareBreasts,humility,generalOrUnknown,Simulation,humility
13644,bareFeet,humility,generalOrUnknown,Simulation,humility
13645,blackClericalGarments,humility,christian,Simulation,humility
13646,cuttingTheHair,humility,generalOrUnknown,Simulation,humility
13647,clericalTurnedCollar,humility,christian,Simulation,humility
13648,amethyst,humility,generalOrUnknown,Simulation,humility
13649,columbine,humility,christian,Simulation,humility
13650,convolvulus,humility,generalOrUnknown,Simulation,humility
13651,asphodel,humility,generalOrUnknown,Simulation,humility
13652,aster,humility,chinese,Simulation,humility
13653,cherryBlossom,humility,heraldic,Simulation,humility
13654,daisy,humility,generalOrUnknown,Simulation,humility
13655,cincture,humility,generalOrUnknown,Simulation,humility
13656,fish,humility,heraldic,Simulation,humility
13657,fieldLilac,humility,flowerLanguage,Simulation,humility
13658,hyssop,humility,christian,Simulation,humility
13659,heather,humility,generalOrUnknown,Simulation,humility
13660,kissingTheHandOrFoot,humility,generalOrUnknown,Simulation,humility
13661,lyingProne,humility,generalOrUnknown,Simulation,humility
13662,moss,humility,generalOrUnknown,Simulation,humility
13663,pavement,humility,generalOrUnknown,Simulation,humility
13664,mouseSkinCoatOrCloak,humility,generalOrUnknown,Simulation,humility
13665,mouse,humility,generalOrUnknown,Simulation,humility
13666,purple,humility,christian,Simulation,humility
13667,snail,humility,generalOrUnknown,Simulation,humility
13668,shoes,humility,generalOrUnknown,Simulation,humility
13669,washingFeetInABasin,humility,christian,Simulation,humility
13670,waterfall,humility,chinese,Simulation,humility
13671,violetColor,humility,generalOrUnknown,Simulation,humility
13672,white,humility,generalOrUnknown,AssociationSimulation,humility
13673,yellow,humility,buddhist,Simulation,humility
13674,lowness,humility,generalOrUnknown,Simulation,humility
13675,kneeling,humility,generalOrUnknown,Simulation,humility
13676,kneelingCamel,humility,generalOrUnknown,Simulation,humility
13677,monasticSGirdle,humility,christian,Simulation,humility
13678,lilyOfTheValley,humility,generalOrUnknown,Simulation,humility
13679,pansy,humility,generalOrUnknown,Simulation,humility
13680,snowdrop,humility,generalOrUnknown,Simulation,humility
13681,tonsure,humility,generalOrUnknown,Simulation,humility
13682,sparrow,humility,generalOrUnknown,Simulation,humility
13683,sheAss,humility,generalOrUnknown,Simulation,humility
13684,washingFeet,humility,generalOrUnknown,Simulation,humility
13685,assDonkey,patience,generalOrUnknown @ heraldic,Simulation,patience
13686,bridge,patience,heraldic,Simulation,patience
13687,bull,patience,generalOrUnknown,Simulation,patience
13688,lamb,patience,generalOrUnknown,AttributeSimulation,patience
13689,oxEyePlant,patience,flowerLanguage,Simulation,patience
13690,ox,patience,christian @ generalOrUnknown,AttributeSimulation @ Simulation,patience
13691,yoke,patience,generalOrUnknown,AttributeSimulation @ Simulation,patience
13692,9,patience,generalOrUnknown,AssociationSimulation,patience
13693,capricornZodiac,patience,generalOrUnknown,AssociationSimulation,patience
13694,carnelian,patience,biblical,EmblematicSimulation,patience
13695,dockPlant,patience,flowerLanguage @ generalOrUnknown,Simulation,patience
13696,chrysoberyl,patience,generalOrUnknown,Simulation,patience
13697,camel,patience,generalOrUnknown @ heraldic,Simulation,patience
13698,fishhook,patience,heraldic,Simulation,patience
13699,ephesusChurchOf,patience,christian,AssociationSimulation,patience
13700,fir,patience,chinese @ generalOrUnknown @ jewish,RelatednessSimulation @ Simulation,patience
13701,ironMetal,patience,generalOrUnknown,Simulation,patience
13702,mustardPlant,patience,generalOrUnknown,Simulation,patience
13703,ramSheep,patience,heraldic,Simulation,patience
13704,sarah,patience,jewish,Simulation,patience
13705,saturnPlanet,patience,kabalistic,AssociationSimulation,patience
13706,stoleReligiousGarment,patience,christian,Simulation,patience
13707,spider,patience,generalOrUnknown,Simulation,patience
13708,willow,patience,heraldic @ japanese,Simulation,patience
13709,job,patience,jewish,Simulation,patience
13710,meadow,patience,generalOrUnknown,Simulation,patience
13711,proboscides,patience,heraldic,Simulation,patience
13712,sheAss,patience,generalOrUnknown,Simulation,patience
13713,asSupporters,baseForcesOfNatureSubjugatedAndTranscended,heraldic,Simulation,base forces of nature subjugated and transcended
13714,atlantis,ancientMysteriesWisdomEnlightenment,greek,Simulation,"ancient mysteries, wisdom, enlightenment"
13715,autumnFan,aDesertedWife,chinese,Simulation,a deserted wife
13716,badger,aLunarYinAnimal,chinese,Simulation,a lunar yin animal
13717,badger,associatedSupernaturalPowers,japanese,Simulation,associated supernatural powers
13718,balances,aMandarin,chinese,AttributeSimulation,a mandarin
13719,balances,anyBinaryFunctionGoodEvilLifeDeath,generalOrUnknown,Simulation,"any binary function, good/evil, life/death"
13720,assWithAMillstone,obediencePersonified,generalOrUnknown,Simulation,Obedience personified
13721,assWithTwoBurdens,issachar,jewish,AssociationSimulation,Issachar
13722,assyria,punishmentFromGod,jewish,Simulation,punishment from God
13723,astaroth,accusation,jewish,Simulation,accusation
13724,louseInsect,accusation,generalOrUnknown,Simulation,accusation
13725,astaroth,inquisition,jewish,Simulation,inquisition
13726,at60Degrees,theSixthDegree,masonic,Simulation,the sixth degree
13727,at90Degrees,theFourthDegree,masonic,Simulation,the fourth degree
13728,atlantis,theLostParadise,greek,Simulation,the lost Paradise
13729,atTheBaseOfAChorten,theEarthLevelInThePlanesOfExistence,buddhist,Simulation,the earth level in the planes of existence
13730,aureole,helios,greek,Simulation,Helios
13731,chariot,helios,greek,Simulation,Helios
13732,horses,helios,greek,Simulation,Helios
13733,auricula,painting,flowerLanguage,Simulation,painting
13734,ape,painting,middleAges,Simulation,painting
13735,australianRose,thouArtAllThatIsLovely,flowerLanguage,Simulation,thou art all that is lovely
13736,avalanche,overwhelmingForces,generalOrUnknown,Simulation,overwhelming forces
13737,avalanche,suddenLossOfControl,generalOrUnknown,Simulation,sudden loss of control
13738,axeAndTrident,fireAndWaterRespectively,generalOrUnknown,Simulation,"fire and water, respectively"
13739,axeEmbeddedInACube,theRevealingOfSecretOrHiddenKnowledge,generalOrUnknown,Simulation,the revealing of secret or hidden knowledge
13740,axeEmbeddedInAPyramid,theRevealingOfSecretOrHiddenKnowledge,generalOrUnknown,Simulation,the revealing of secret or hidden knowledge
13741,axeEmbeddedInAStone,theRevealingOfSecretOrHiddenKnowledge,generalOrUnknown,Simulation,the revealing of secret or hidden knowledge
13742,axeEmbeddedInAStoneCubePyramid,theRevealingOfSecretOrHiddenKnowledge,generalOrUnknown,Simulation,the revealing of secret or hidden knowledge
13743,axeEmbeddedInMonkSHead,stPeterMartyr,christian,Simulation,St. Peter Martyr
13744,crucifixHeldByMartyrWithAHatchetInHisHead,stPeterMartyr,christian,Simulation,St. Peter Martyr
13745,knifeInTheHandOrTheHead,stPeterMartyr,christian,AttributeSimulation,St. Peter Martyr
13746,monkWithSwordThroughHeadOrHand,stPeterMartyr,christian,Simulation,St. Peter Martyr
13747,swordOrKnifeInTheHeadOrJustAHeadWound,stPeterMartyr,christian,AttributeSimulation,St. Peter Martyr
13748,axeHead,elisha,jewish,AttributeSimulation,Elisha
13749,cloakSplitInTwo,elisha,jewish,AttributeSimulation,Elisha
13750,doubleHeadedEagle,elisha,jewish,AssociationSimulation,Elisha
13751,twoHeadedDove,elisha,jewish,AttributeSimulation,Elisha
13752,axeWithOneOrTwoOars,stSimon,christian,AttributeSimulation,St. Simon
13753,bookWithAFish,stSimon,christian,AttributeSimulation,St. Simon
13754,oarWithSawOrBattleaxeOrTwoOarsCrossed,stSimon,christian,AttributeSimulation,St. Simon
13755,withAFish,stSimon,christian,AttributeSimulation,St. Simon
13756,axeWithWoodAndBellows,agni,hindu,AttributeSimulation,Agni
13757,bull,agni,hindu,AttributeSimulation @ Simulation,Agni
13758,fan,agni,hindu,AttributeSimulation,Agni
13759,fire,agni,hindu,AttributeSimulation,Agni
13760,lightning,agni,hindu,Simulation,Agni
13761,serpent,agni,hindu,Simulation,Agni
13762,swastika,agni,hindu,Simulation,Agni
13763,trident,agni,hindu,AttributeSimulation,Agni
13764,9,agni,hindu,Simulation,Agni
13765,sacrificialSpoon,agni,hindu,AttributeSimulation,Agni
