,symbol,concept,contexts,types,label
37072,sundial,naturalTimeInTheGeneralRatherThanThePersonalSense,generalOrUnknown,Simulation,"natural time, in the general rather than the personal sense"
37073,sunflowerHelianthusAnnuus,falseRiches,generalOrUnknown,Simulation,false riches
37074,sunflowerHelianthusAnnuus,foolishPassion,generalOrUnknown,Simulation,foolish passion
37075,sunflowerHelianthusAnnuus,hasMagicalPowers,chinese,Simulation,has magical powers
37076,sunflowerHelianthusAnnuus,religiousRemembrance,generalOrUnknown,Simulation,religious remembrance
37077,sunflowerHelianthusAnnuus,theSoulTurningToChrist,christian,Simulation,the soul turning to Christ
37078,sunrise,theBeginningOfACycle,generalOrUnknown,Simulation,the beginning of a cycle
37079,sunWithATree,theEndOfDay,chinese,Simulation,the end of day
37080,superimposedOnTheSolarDisk,theImperialFamily,japanese,Simulation,the Imperial Family
37081,surmountedByAnyKindOfStrangeCrest,restlessExhilaration,heraldic,Simulation,restless exhilaration
37082,surmountedByAWolfSHead,courageSupplantedByAstuteness,heraldic,Simulation,courage supplanted by astuteness
37083,surplice,manRenewedInJusticeAndInTruth,christian,Simulation,man renewed in justice and in truth
37084,surrenderingOneSCloak,surrenderingOneself,generalOrUnknown,Simulation,surrendering oneself
37085,swallowBird,contentmentInPoverty,generalOrUnknown,Simulation,contentment in poverty
37086,swallowBird,equityPersonified,generalOrUnknown,AttributeSimulation,Equity personified
37087,swallowBird,paternalInheritance,jewish,Simulation,paternal inheritance
37088,swallowBird,promptness,heraldic,Simulation,promptness
37089,swallowBird,readinessToDoBusiness,heraldic,Simulation,readiness to do business
37090,swallowBird,sacredToIsis,egyptian,Simulation,sacred to Isis
37091,swallowBird,sociability,generalOrUnknown,Simulation,sociability
37092,swallowBird,theBirdOfParadise,islamic,Simulation,the Bird of Paradise
37093,swallowBird,theRenunciationOfGoodFellowship,islamic,Simulation,the renunciation of good fellowship
37094,swallowBird,wanderingSpirit,generalOrUnknown,Simulation,wandering spirit
37095,sunAndShade,lightAndDarkness,druidic,Simulation,light and darkness
37096,whiteHeronAndBlackCraneOrCrow,lightAndDarkness,chinese,Simulation,light and darkness
37097,twoPillars,lightAndDarkness,mithraic,Simulation,light and darkness
37098,swallowBird,theIncarnationOfChrist,christian,Simulation,the Incarnation of Christ
37099,unicorn,theIncarnationOfChrist,christian,AttributeSimulation,the Incarnation of Christ
37100,swallowNest,insecurity,chinese,Simulation,insecurity
37101,gelatin,insecurity,generalOrUnknown,Simulation,insecurity
37102,sixpence,aLuckyCoin,generalOrUnknown,Simulation,a lucky coin
37103,sixPetaledFlower,EspeciallyTheLotusTheMacrocosm,generalOrUnknown,Simulation,(especially the lotus) the macrocosm
37104,skirt,aWoman,generalOrUnknown,Simulation,a woman
37105,skirtOfWovenSerpents,coatlicue,aztecan,AttributeSimulation,Coatlicue
37106,skullAndCrossbonesFraternitiesAndSports,alphaGammaKappa,heraldic,Simulation,Alpha Gamma Kappa
37107,skullAndCrossbonesFraternitiesAndSports,chiOmega,heraldic,Simulation,Chi Omega
37108,smallBird,aChildSSoul,uralAltaic,Simulation,a child’s soul
37109,smokeEscapingFromASacredSpace,communicationToHeaven,generalOrUnknown,Simulation,communication to heaven
37110,snail,acquiredPossessionsToBePreservedAndEnlarged,heraldic,Simulation,acquired possessions to be preserved and enlarged
37111,sixRayedCross,theSixPhasesOfTimeAndWorldCreation,kabalistic,Simulation,the six phases of time and world creation
37112,skeletonAtAFeast,reminderOfMortality,generalOrUnknown,Simulation,reminder  of mortality
37113,skink,theBeneficentAspectOfSerpentsAndReptiles,african @ arabian @ egyptian,Simulation,the beneficent aspect of serpents and reptiles
37114,skullAtTheFootOfTheCross,refersToTheLegendThatTheCrossRestedUponTheBonesOfAdam,christian,Simulation,refers to the legend that the Cross rested upon the bones of Adam
37115,skullAtTheFootOfTheCross,withAdamSRemainsRepresentingSin,christian,Simulation,with Adam’s remains representing sin
37116,skullOfYmir,theVaultOfHeaven,icelandic,Simulation,the vault of heaven
37117,skullOfTheFirstMan,theVaultOfHeaven,hindu,Simulation,the vault of heaven
37118,sphere,theVaultOfHeaven,generalOrUnknown,Simulation,the vault of heaven
37119,skullWithACross,theEternalLifeThatComesAfterDeath,christian,Simulation,the eternal life that comes after death
37120,sky,theActiveMasculinePrinciple,generalOrUnknown,Simulation,the active masculine principle
37121,sky,theSupremeDeityOrHisDwelling,generalOrUnknown,Simulation,the supreme deity or his dwelling
37122,slateViolet,thePlanetsMercury,generalOrUnknown,AssociationSimulation,the planets Mercury
37123,slavery,subjectionToLowerNature,generalOrUnknown,Simulation,subjection to lower nature
37124,slayingABullAtTheNewYear,deathOfWinterAndTheBirthOfTheCreativeLifeForce,generalOrUnknown,Simulation,death of Winter and the birth of the creative life force
37125,sleep,connectedWithCoition,generalOrUnknown,Simulation,connected with coition
37126,sleep,giverOfPropheticDreams,generalOrUnknown,Simulation,giver of prophetic dreams
37127,sleep,opportunityForTheSoulToLeaveTheBody,generalOrUnknown,Simulation,opportunity for the soul to leave the body
37128,sleep,retreat,generalOrUnknown,Simulation,retreat
37129,sleep,susceptibilityToEvil,generalOrUnknown,Simulation,susceptibility to evil
37130,sloe,theBerryOfTheBlackthorn,generalOrUnknown,Simulation,the berry of the blackthorn
37131,smallCapeMarigold,omen,flowerLanguage,Simulation,omen
37132,smallCirclesOnASacrificialVessel,theSacrificialWaferCake,generalOrUnknown,Simulation,"the sacrificial wafer, cake"
37133,smashedBottle,impendingPunishment,generalOrUnknown,Simulation,impending punishment
37134,smelting,theAcquisitionOfImmortality,chinese,Simulation,the acquisition of immortality
37135,smilingSkeleton,oneWhoHasCrossedTheThresholdOfLifeAndLearnedTheWisdomOfTheOtherWorld,generalOrUnknown,Simulation,one who has crossed the threshold of life and learned the wisdom of the other world
37136,smilingSkull,oneWhoHasCrossedTheThresholdOfLifeAndLearnedTheWisdomOfTheBeyond,generalOrUnknown,Simulation,one who has crossed the threshold of life and learned the wisdom of the Beyond
37137,smokeRisingFromAGourd,theSpiritEscapingTheBody,chinese,Simulation,the spirit escaping the body
37138,snail,deliberation,heraldic,Simulation,deliberation
37139,snail,emergenceOfSexualPower,generalOrUnknown,Simulation,emergence of sexual power
37140,snail,theRegularCycleOfRebirth,generalOrUnknown,Simulation,the regular cycle of rebirth
37141,snail,theSinner,generalOrUnknown,Simulation,the sinner
37142,snail,theSpiral,egyptian,Simulation,the spiral
37143,skeletonWithSwordScytheSickleAndOrHourglass,theKingOfDeath,generalOrUnknown,Simulation,the King of Death
37144,skeletonWithSwordSickleScytheAndOrHourglass,theKingOfDeath,generalOrUnknown,Simulation,the King of Death
37145,skullchalice,immortalityOrKnowledgeBoughtByTheDeathOfThePresentStateOfExistence,hindu,Simulation,immortality or knowledge bought by the death of the present state of existence
37146,skullChalice,immortalityOrKnowledgeBoughtByTheDeathOfThePresentStateOfExistence,alchemic,Simulation,immortality or knowledge bought by the death of the present state of existence
37147,skullchalice,rebirthIntoASuperhumanState,hindu,Simulation,rebirth into a superhuman state
37148,skullChalice,rebirthIntoASuperhumanState,alchemic,Simulation,rebirth into a superhuman state
37149,skullFeetAndPalms,theRemainsOfJezebel,jewish,Simulation,the remains of Jezebel
37150,skullFeetAndPalmsOfTheHands,theRemainsOfJezebel,jewish,Simulation,the remains of Jezebel
37151,snail,slothPersonified,generalOrUnknown,AttributeSimulation,Sloth personified
37152,slugAnimal,slothPersonified,generalOrUnknown,AttributeSimulation,Sloth personified
37153,scorpion,aFemaleSMaleSoul,dogon,AssociationSimulation,a female’s male soul
37154,scourgeWhip,aSharpTongue,generalOrUnknown,Simulation,a sharp tongue
37155,scourging,castingOutOfDevils,generalOrUnknown,Simulation,casting out of devils
37156,scorpion,aJew,christian,Simulation,a Jew
37157,yellowHat,aJew,middleAges,AttributeSimulation,a Jew
37158,scorpion,defensiveStewardship,generalOrUnknown,Simulation,defensive stewardship
37159,scorpion,dialectics,generalOrUnknown,AttributeSimulation,Dialectics
37160,scorpion,guardiansOfTheGatewayOfTheSunTheMountainsOfTheEastTheTwinGates,sumerosemitic,Simulation,"guardians of the Gateway of the Sun, the Mountains of the East, the Twin Gates"
37161,scorpion,hedetet,egyptian,AssociationSimulation,Hedetet
37162,scorpion,isisUsuallySevenScorpions,egyptian,AttributeSimulation,Isis (usually seven scorpions)
37163,scorpion,mischiefAndDiscord,generalOrUnknown,Simulation,mischief and discord
37164,scorpion,selket,egyptian,AttributeSimulation,Selket
37165,scorpion,serket,egyptian,Simulation,Serket
37166,scorpion,surgeryEspeciallyClitoridectomy,dogon,AssociationSimulation,surgery (especially clitoridectomy)
37167,scorpion,surgicalBloodletting,mayan,AssociationSimulation,surgical bloodletting
37168,scorpion,taBitjet,egyptian,AssociationSimulation,Ta-Bitjet
37169,scorpion,theDeathOfOrion,grecoRoman,AssociationSimulation,the death of Orion
37170,scorpion,thePersonificationsOfEnvy,generalOrUnknown,AttributeSimulation,the personifications of Envy
37171,scorpion,unbendingPride,generalOrUnknown,Simulation,unbending pride
37172,scotchThistle,retaliation,flowerLanguage,Simulation,retaliation
37173,scourgeWhip,divineChastisement,generalOrUnknown,Simulation,divine chastisement
37174,scourgeWhip,formOfPenanceTorture,generalOrUnknown,Simulation,"form of penance, torture"
37175,scourgeWhip,gervase,christian,AttributeSimulation,Gervase
37176,scourgeWhip,oftenCrossed,christian,AttributeSimulation,often crossed)
37177,scourgeWhip,sometimesTwoScourgesWithABeehive,christian,AttributeSimulation,sometimes two scourges with a beehive)
37178,scourgeWhip,ssAmbroseUsuallyWithThreeKnots,christian,AttributeSimulation,SS Ambrose (usually with three knots
37179,scourgeWhip,thePassionOfChristUsuallyTwo,christian,AttributeSimulation,the Passion of Christ (usually two
37180,scourging,encouragementAgainstSpiritualLaxityOrInertia,generalOrUnknown,Simulation,encouragement against spiritual laxity or inertia
37181,scourging,punishmentForDebtors,grecoRoman,Simulation,punishment for debtors
37182,screw,tightness,generalOrUnknown,Simulation,tightness
37183,scrollBeingEaten,stJohnAtTheApocalypse,christian,Simulation,St. John at the Apocalypse
37184,scrollInTheHandsOfAPatriarch,theDarknessFaithWasEnvelopedInBeforeChrist,christian,Simulation,the darkness faith was enveloped in before Christ
37185,scrollWithASheafOfWheat,oldTestamentPentecost,jewish,Simulation,Old Testament Pentecost
37186,scotland,roughness,generalOrUnknown,AssociationSimulation,roughness
37187,gorse,roughness,generalOrUnknown,Simulation,roughness
37188,scourgeWhip,theAgrippineSibyl,generalOrUnknown,AttributeSimulation,the Agrippine sibyl
37189,whip,theAgrippineSibyl,generalOrUnknown,AttributeSimulation,the Agrippine sibyl
37190,screw,sexualActivity,generalOrUnknown,Simulation,sexual activity
37191,spice,sexualActivity,generalOrUnknown,Simulation,sexual activity
37192,trout,sexualActivity,generalOrUnknown,Simulation,sexual activity
37193,scrollWithGregorianMusic,ssGregoryTheGreat,christian,AttributeSimulation,SS Gregory the Great
37194,tripleTiara,ssGregoryTheGreat,christian,AttributeSimulation,SS Gregory the Great
37195,scrollWithPencilOrQuill,literature,generalOrUnknown,Simulation,literature
37196,featherQuillPen,literature,generalOrUnknown,Simulation,literature
37197,scorpio,plutoDwarfPlanet,generalOrUnknown,RelatednessSimulation,Pluto (dwarf planet)
37198,ruby,healthOfTheHeart,russian,Simulation,health of the heart
37199,ruby,brain,russian,Simulation,brain
37200,sigma,communicationOrConnectionWithHeaven,generalOrUnknown,Simulation,communication or connection with heaven
37201,silence,absenceOfLife,generalOrUnknown,Simulation,absence of life
37202,silk,4th,generalOrUnknown,AssociationSimulation,4th
37203,silverColorAndMetal,25thSilverAnniversaries,generalOrUnknown,AssociationSimulation,25th silver anniversaries
37204,silverColorAndMetal,clearConscience,generalOrUnknown,Simulation,clear conscience
37205,silverNecklace,aSoldierWhoWasARomanCitizen,roman,AttributeSimulation,a soldier who was a Roman citizen
37206,silverWand,aBardOfTheSecondRank,celtic,AttributeSimulation,a bard of the second rank
37207,silverware,16thWeddingAnniversaries,generalOrUnknown,AssociationSimulation,16th wedding anniversaries
37208,simurgPerchedOnAClericOrWouldBeRuler,acceptanceOfThatPersonByOrmuzdAsADivineRepresentative,persian,Simulation,acceptance of that person by Ormuzd as a divine representative
37209,sixLeggedMonsterWithGnarledHorns,bukavac,serbian,Simulation,Bukavac
37210,sidraTree,originOfTheRiversOfMilkHoneyWaterWine,islamic,Simulation,"origin of the rivers of milk, honey, water, wine"
37211,sidraTree,theCelestialTree,islamic,Simulation,the Celestial Tree
37212,sidraTree,theCenterOfParadise,islamic,Simulation,the center of Paradise
37213,signetRing,delegationOfAuthority,generalOrUnknown,Simulation,delegation of authority
37214,silence,prefaceToRevelation,generalOrUnknown,Simulation,preface to revelation
37215,silence,spiritualProgression,generalOrUnknown,Simulation,spiritual progression
37216,silence,theStateBeforeCreation,generalOrUnknown,Simulation,the state before Creation
37217,silence,theStateOfTheEndOfTheWorld,generalOrUnknown,Simulation,the state of the end of the world
37218,silk,theBondsOfSocialBehavior,generalOrUnknown,Simulation,the bonds of social behavior
37219,silk,upperClasses,generalOrUnknown,Simulation,upper classes
37220,silkWorm,leiTsu,chinese,AttributeSimulation,Lei Tsu
37221,silverBough,theLinkBetweenThisWorldAndTheFairyWorld,generalOrUnknown,Simulation,the link between this world and the fairy world
37222,silverColorAndMetal,objectOfDesireAndTheHarmItCauses,generalOrUnknown,Simulation,object of desire and the harm it causes
37223,silverColorAndMetal,protectsChildrenFromEvilInfluences,chinese,Simulation,protects children from evil influences
37224,silverCord,holdsTheSoulToTheBodyDuringIncarnation,generalOrUnknown,Simulation,holds the soul to the body during incarnation
37225,silverDoors,thePalaceOfTheSun,generalOrUnknown,AssociationSimulation,the palace of the sun
37226,silverLeavedGeranium,recall,flowerLanguage,Simulation,recall
37227,silverPillars,styxSDwelling,grecoRoman,AttributeSimulation,Styx’s dwelling
37228,silverTongue,persuasiveSpeech,generalOrUnknown,Simulation,persuasive speech
37229,singleAster,iWillThinkOfIt,flowerLanguage,Simulation,I will think of it
37230,singleEarringOnASailor,devotionToTheSea,generalOrUnknown,Simulation,devotion to the sea
37231,sinkingInMud,fearOfMaternalIncest,generalOrUnknown,Simulation,fear of maternal incest
37232,sisyphus,senselessHumanEndeavor,greek,Simulation,senseless human endeavor
37233,sisyphus,theRiseAndFallOfTheSun,greek,Simulation,the rise and fall of the sun
37234,sittingCatWithRaisedPaw,manekoNoko,japanese,Simulation,maneko noko
37235,sittingUnderAFigTree,thePeacefulLife,generalOrUnknown,Simulation,the peaceful life
37236,sixFlames,theSixGiftsOfTheHolySpirit,christian,Simulation,the six gifts of the Holy Spirit
37237,sinkingInMud,devouring,generalOrUnknown,Simulation,devouring
37238,severingTheHeadOfAnEnemy,capturingHisStrengthPowers,generalOrUnknown,Simulation,"capturing his strength, powers"
37239,shadow,aBhutCastsNoShadow,hindu,Simulation,a bhut casts no shadow
37240,shadow,aGhost,generalOrUnknown,Simulation,a ghost
37241,shankBone,aReminderOfBurntOfferingsAndOfTheAncientGloryOfTheTemple,jewish,Simulation,a reminder of burnt offerings and of the ancient glory of the Temple
37242,sheol,aDiminishedLifeOfSilence,jewish,Simulation,a diminished life of silence
37243,shepherd,aBishopAbbotOrAbbess,christian,Simulation,"a bishop, abbot, or abbess"
37244,shepherd,amynos,sumerosemitic,AssociationSimulation,Amynos
37245,shepherd,aProtector,generalOrUnknown,Simulation,a protector
37246,sevenTrumpets,theSevenArchangels,jewish,Simulation,the seven archangels
37247,sevenWalls,aralu,babylonian,AttributeSimulation,Aralu
37248,sevenGates,aralu,babylonian,AttributeSimulation,Aralu
37249,sevenWomen,theSevenVirtuesFaithHopeCharityTemperancePrudenceFortitudeJusticeTheseMayBeIdentifiedByTheirAttributesGlobeSerpentScales,generalOrUnknown,Simulation,"the seven virtues (faith, hope, charity, temperance, prudence, fortitude, justice— these may be identified by their attributes— globe, serpent, scales)"
37250,severedHeadAtTheFeetOrInTheHand,juliusCaesar,grecoRoman,AttributeSimulation,Julius Caesar
37251,severedHeadAtTheFeetOrInTheHandOrBeingPutInABag,judith,christian,AttributeSimulation,Judith
37252,severedHeadHeldByAWomanBeforeAKing,theKingIsOttoIii,germanic,Simulation,the king is Otto III
37253,severedHeadHeldOverAnUrn,tomyris,generalOrUnknown,Simulation,Tomyris
37254,severedHeadPlacedInAnUrnByTwoWomen,tomyrisWithTheHeadOfCyrus,grecoRoman,Simulation,Tomyris with the head of Cyrus
37255,severedHeadTogetherWithTheBody,manliusTorquatus,grecoRoman,Simulation,Manlius Torquatus
37256,severedHeadWithSerpentsForHairHeldByYouth,perseusWithMedusaSHead,grecoRoman,Simulation,Perseus with Medusa’s head
37257,sewer,theBaseAndTheVile,generalOrUnknown,Simulation,the base and the vile
37258,shade,theIncompletelyRevealed,generalOrUnknown,Simulation,the incompletely revealed
37259,shadow,aDepartedSoul,generalOrUnknown,Simulation,a departed soul
37260,whiteDove,aDepartedSoul,christian,Simulation,a departed soul
37261,shadow,existenceBetweenTheSoulAndTheBody,generalOrUnknown,Simulation,existence between the soul and the body
37262,shadow,ghostsHaveNoShadows,folkloric,Simulation,ghosts have no shadows
37263,shadow,halfTruth,generalOrUnknown,Simulation,half-truth
37264,shadow,theEvilOrBaseSideOfTheSelf,generalOrUnknown,Simulation,the evil or base side of the self
37265,shadow,theNegativePrinciple,generalOrUnknown,Simulation,the negative principle
37266,shadow,thePrimitiveSideOfAnIndividual,generalOrUnknown,Simulation,the primitive side of an individual
37267,shakti,theDivineMother,hindu,Simulation,the Divine Mother
37268,shakti,theFemaleElementInAllBeing,hindu,Simulation,the female element in all being
37269,shampooing,preparationForReceptionOfNewThoughtsEmotionsOrIdeas,generalOrUnknown,Simulation,"preparation for reception of new thoughts, emotions, or ideas"
37270,shampooing,riddingOneselfOfOldThoughtsEmotionsIdeas,generalOrUnknown,Simulation,"ridding oneself of old thoughts, emotions, ideas"
37271,sharedBread,sharedAndUnitedLife,generalOrUnknown,Simulation,shared and united life
37272,sheaf,alphaGammaRho,heraldic,Simulation,Alpha Gamma Rho
37273,sickle,alphaGammaRho,heraldic,Simulation,Alpha Gamma Rho
37274,sheaf,godSBounty,generalOrUnknown,Simulation,God’s bounty
37275,sheaf,josephSDream,jewish,Simulation,Joseph’s dream
37276,sheaf,reductionOfTheManyIntoOne,generalOrUnknown,Simulation,reduction of the many into one
37277,sheafOfMillet,preservationPersonified,generalOrUnknown,AttributeSimulation,Preservation personified
37278,sheafWithScroll,oldTestamentFeastOfThePentecost,jewish,Simulation,Old Testament Feast of the Pentecost
37279,sheepskin,connectedWithParchment,generalOrUnknown,Simulation,connected with parchment
37280,sheepskin,diploma,generalOrUnknown,Simulation,diploma
37281,sheepWithItsFeetBound,theSacrificialLamb,generalOrUnknown,Simulation,the sacrificial lamb
37282,sheet,garbOfGhosts,generalOrUnknown,Simulation,garb of ghosts
37283,sheet,sail,generalOrUnknown,Simulation,sail
37284,shekinah,godSPresence,jewish,Simulation,God’s presence
37285,shepherd,guardianOfAncientWisdom,generalOrUnknown,Simulation,guardian of ancient wisdom
37286,shepherd,magos,sumerosemitic,AssociationSimulation,Magos
37287,sevenTrumpets,theFallOfJericho,jewish,Simulation,the fall of Jericho
37288,sevenRamSHorns,theFallOfJericho,jewish,Simulation,the fall of Jericho
37289,severalSoldiersAttackingWomenAndChildren,theIronAge,generalOrUnknown,Simulation,the Iron Age
37290,weapon,theIronAge,generalOrUnknown,AttributeSimulation,the Iron Age
37291,sheaf,farmhouse,heraldic,Simulation,FarmHouse
37292,sickle,farmhouse,heraldic,Simulation,FarmHouse
37293,sheafOfArrowsOrLances,aThunderbolt,generalOrUnknown,Simulation,a thunderbolt
37294,sheafOfLances,aThunderbolt,generalOrUnknown,Simulation,a thunderbolt
37295,peridot,aThunderbolt,generalOrUnknown,EmblematicSimulation,a thunderbolt
37296,sheafOfGrainShownWithAPlough,theSilverAgePersonified,generalOrUnknown,AttributeSimulation,the Silver Age personified
37297,womanSower,theSilverAgePersonified,generalOrUnknown,Simulation,the Silver Age personified
37298,sheepOnAManSShoulders,theGoodShepherd,christian,Simulation,the Good Shepherd
37299,herdingDog,theGoodShepherd,christian,Simulation,the Good Shepherd
37300,sheet,bed,generalOrUnknown,Simulation,bed
37301,serpentWithAWomanSHead,aLamia,grecoRoman,Simulation,a lamia
37302,serpentGod,damballa,haitian,Simulation,Damballa
37303,serpentheadedWoman,kauket,egyptian,Simulation,Kauket
37304,serpentOrDragonGuardingATree,theDifficultyOfAttainingWisdom,generalOrUnknown,Simulation,the difficulty of attaining wisdom
37305,serpentsAtTheSideOfASunDisk,theGoddessesWhoDroveOutTheEnemiesOfRa,egyptian,Simulation,the goddesses who drove out the enemies of Ra
37306,serpentsSpringingFromShoulders,theDyingSunGodAndNidaba,sumeroSemitic,AttributeSimulation,the Dying Sun god and Nidaba
37307,serpentWithAHumanHead,ningizzida,sumeroSemitic,Simulation,Ningizzida
37308,serpentWithAWomanSHead,deceitPersonified,generalOrUnknown,Simulation,Deceit personified
37309,serpentWithAWomanSHeadEntwinedOnTheCross,theTemptationOfChrist,christian,Simulation,the Temptation of Christ
37310,serpentWithManyHeads,nagini,hindu,Simulation,Nagini
37311,serpentWithPigAndRooster,theCenterOfTheRoundOfExistence,buddhist,Simulation,the center of the Round of Existence
37312,serpentWithRodOrStaff,theMiraclesOfAaron,jewish,Simulation,the miracles of Aaron
37313,sesame,promotesLongevity,chinese,Simulation,promotes longevity
37314,sesame,tonic,chinese,Simulation,tonic
37315,set,evilLightFromDarkPlaces,egyptian,Simulation,evil light from dark places
37316,set,primevalPowerDirectedToEvilEnds,egyptian,Simulation,primeval power directed to evil ends
37317,settingOfThePleiades,newSowing,generalOrUnknown,Simulation,new sowing
37318,settingSun,locationOfAmenti,egyptian,Simulation,location of Amenti
37319,sevenBowlsAtAShrine,theSevenOfferingsForAnHonoredGuest,buddhist,Simulation,the seven offerings for an honored guest
37320,sevenbranched,menorah,generalOrUnknown,Simulation,Menorah
37321,sevenbranchedTree,theSevenPlanetsGoverningAMillennium,persian,Simulation,the seven planets governing a millennium
37322,sevenCircuitsAroundTheKaAba,theSevenAttributesOfGod,islamic,Simulation,the seven attributes of God
37323,sevenFishLikeMen,theAbgal,sumeroSemitic,Simulation,the Abgal
37324,sevenGoldenCandlesticks,theSevenEarlyChristianChurchesOfAsiaMinor,christian,Simulation,the seven early Christian churches of Asia Minor
37325,sevenKnottedBamboo,theSevenDegreesOfInitiationAndInvocation,chinese,Simulation,the seven degrees of initiation and invocation
37326,sevenLamps,theSevenEarlyChurches,christian,Simulation,the seven early churches
37327,sevenMetalStairs,theGradesOfAscensionForTheInitiate,mithraic,Simulation,the grades of ascension for the initiate
37328,sevenMetalStairs,theMajorPlanets,mithraic,Simulation,the major planets
37329,sevenOr12Runged,theDegreesOrStagesOfInitiation,generalOrUnknown,Simulation,the degrees or stages of initiation
37330,sevenOxen,pullTheChariotOfTheSun,norse,Simulation,pull the chariot of the sun
37331,sevenStairs,theSevenCosmicStages,buddhist,Simulation,the seven cosmic stages
37332,sevenStringedLyre,theSevenPlanetsKnownToTheAncientsTheSevenToneMusicalScale,generalOrUnknown,Simulation,"the seven planets known to the ancients, the seven tone musical scale"
37333,serpentEntwinedAroundAWomanSArmOrLeg,eurydice,grecoRoman,Simulation,Eurydice
37334,violetCrown,eurydice,grecoRoman,AttributeSimulation,Eurydice
37335,violetHair,eurydice,grecoRoman,Simulation,Eurydice
37336,serpentOnACross,prototypeOfChristRaisedOnTheTreeOfLife,christian,Simulation,prototype of Christ raised on the Tree of Life
37337,serpentOnACrossOrPole,prototypeOfChristRaisedOnTheTreeOfLife,christian,Simulation,prototype of Christ raised on the Tree of Life
37338,serpentOnAPole,prototypeOfChristRaisedOnTheTreeOfLife,christian,Simulation,prototype of Christ raised on the Tree of Life
37339,serpentWithAManSHead,erichthonius,grecoRoman,Simulation,Erichthonius
37340,serpentWithInfantInABasket,erichthonius,grecoRoman,Simulation,Erichthonius
37341,serpentWithHeadErect,humanWisdom,generalOrUnknown,Simulation,human wisdom
37342,serpentWithItsHeadErect,humanWisdom,generalOrUnknown,Simulation,human wisdom
37343,sevenbranched,theChakras,generalOrUnknown,Simulation,the chakras
37344,sevenPointedStar,theChakras,hindu,Simulation,the chakras
37345,snappingAGirdle,aChristianConvertingToIslam,islamic,Simulation,a Christian converting to Islam
37346,snare,aStrangeWoman,generalOrUnknown,Simulation,a strange woman
37347,snipe,aSimpleton,generalOrUnknown,Simulation,a simpleton
37348,soldiersMarchingUnderATriumphalArch,cleansingOfBloodshed,roman,Simulation,cleansing of bloodshed
37349,sorrel,affectionEspeciallyParental,flowerLanguage,Simulation,"affection, especially parental"
37350,sorrel,comfortingAffection,japanese,Simulation,comforting affection
37351,snailSTrack,theMilkyWay,generalOrUnknown,Simulation,the Milky Way
37352,snailsWhenEaten,sexualPower,generalOrUnknown,Simulation,sexual power
37353,sneezingWhileTalkingToSomeone,divineApprovalOfWhatWasSaid,african,Simulation,divine approval of what was said
37354,snow,euphemismForCocaine,generalOrUnknown,Simulation,euphemism for cocaine
37355,snow,frigidityEspeciallyInWomen,generalOrUnknown,Simulation,"frigidity, especially in women"
37356,snow,overpoweredEmotions,generalOrUnknown,Simulation,overpowered emotions
37357,soaringEagle,theLiberatedSpiritualPartOfPrimeMatter,alchemic,Simulation,the liberated spiritual part of Prime Matter
37358,solarWheel,theSunChariotOfApollo,grecoRoman,Simulation,the sun chariot of Apollo
37359,soldierBeforeATombWomanAtSwordpoint,theSacrificeOfPolyxena,grecoRoman,Simulation,the sacrifice of Polyxena
37360,soldierBeingKilledByAWomanPoundingATentStakeIntoHisHead,theSoldierIsSisera,jewish,Simulation,the soldier is Sisera
37361,soldierFightingEnemyOnBridge,horatio,grecoRoman,Simulation,Horatio
37362,soldierFightingWithNakedManOnBridge,rodomontAndOrlandoRespectively,italian,Simulation,Rodomont and Orlando respectively
37363,soldierHoldingANakedWomanAtSwordpointInBedchamber,theRapeOfLucretia,grecoRoman,Simulation,the rape of Lucretia
37364,soldierOnACouchWithAWomanHisWeaponsAside,loveConqueringWar,generalOrUnknown,Simulation,love conquering war
37365,soldierOnACouchWithAWomanHisWeaponsAside,marsWithVenus,grecoRoman,Simulation,Mars with Venus
37366,soldierOnHorsebackLeapingIntoAPit,marcusCurtius,grecoRoman,Simulation,Marcus Curtius
37367,soldierPouringWaterFromAHelmetOnADyingWoman,tancredAndClorinda,generalOrUnknown,Simulation,Tancred and Clorinda
37368,soldierReceivingMonkSHabitFromAbbot,conversionOfStWilliamOfAquitaine,christian @ generalOrUnknown,Simulation,conversion of St. William of Aquitaine
37369,soldiersKillingBabies,slayingOfTheHolyInnocents,christian,Simulation,slaying of the Holy Innocents
37370,soldierSlayingASage,deathOfArchimedes,grecoRoman,Simulation,death of Archimedes
37371,soldiersMarchingUnderATriumphalArch,imposingABarrierBetweenTheVictorsAndTheGhostsOfTheEnemy,roman,Simulation,imposing a barrier between the victors and the ghosts of the enemy
37372,soldierStabbingAWomanBeforeAJudge,deathOfVirginia,grecoRoman,Simulation,death of Virginia
37373,soldierThrowingHisSwordOntoAScalePan,brennus,gallic,Simulation,Brennus
37374,swordThrownIntoABalancePan,brennus,gallic,AssociationSimulation,Brennus
37375,solitaryBirds,theIsolationOfThoseWhoLiveOnASuperiorMentalPlane,generalOrUnknown,Simulation,the isolation of those who live on a superior mental plane
37376,solomonKing,humanWisdomCombinedWithHumanWeakness,generalOrUnknown,Simulation,human wisdom combined with human weakness
37377,solomonKing,wisdomAndPower,solomonSRing,Simulation,wisdom and power
37378,soma,aSacredIntoxicatingDrinkUsedInVedicRitualPersonified,generalOrUnknown,Simulation,a sacred intoxicating drink used in Vedic ritual (Personified)
