symbol,concept,contexts,types
screw,sexualActivity,generalOrUnknown,Simulation
scrollAndRedVestment,elijah,jewish,AttributeSimulation
scrollOnAGrave,divinePresence,jewish,Simulation
scrollTiedToStaff,jurojin,japanese,AttributeSimulation
scrollWithGregorianMusic,ambrose,christian,Simulation
scrollWithGregorianMusic,ssGregoryTheGreat,christian,AttributeSimulation
scrollWithHarp,music,generalOrUnknown,Simulation
scrollWithPencilOrQuill,literature,generalOrUnknown,Simulation
scrollWithScepter,solomon,jewish,AttributeSimulation
scrollWithSevenSeals,destiny,christian,Simulation
scrollWithSevenSeals,fate,christian,Simulation
scotland,obstinacy,generalOrUnknown,AssociationSimulation
scourgeWhip,promotionOfFertility,generalOrUnknown,Simulation
scorpio,marsPlanet,generalOrUnknown,RelatednessSimulation
scorpio,persistence,generalOrUnknown,RelatednessSimulation
scorpio,plutoDwarfPlanet,generalOrUnknown,RelatednessSimulation
scorpio,resistance,generalOrUnknown,RelatednessSimulation
scorpio,struggle,generalOrUnknown,RelatednessSimulation
scorpio,stubbornness,generalOrUnknown,RelatednessSimulation
scorpio,theArchangelSamael,generalOrUnknown,RelatednessSimulation
scorpio,water,generalOrUnknown,RelatednessSimulation
scorpion,africa,generalOrUnknown,AttributeSimulation
scorpion,contempt,generalOrUnknown,Simulation
scorpion,death,generalOrUnknown @ jewish,Simulation
scorpion,disaster,generalOrUnknown,Simulation
scorpion,earth,generalOrUnknown,AttributeSimulation
scorpion,evil,christian @ generalOrUnknown,Simulation
scorpion,fire,generalOrUnknown,Simulation
scorpion,flattery,generalOrUnknown,Simulation
scorpion,hatred,generalOrUnknown,AttributeSimulation
scorpion,heresy,generalOrUnknown,AttributeSimulation
scorpion,hunting,mayan,AssociationSimulation
scorpion,ishtar,sumerosemitic,AssociationSimulation
scorpion,judasIscariot,christian,Simulation
scorpion,logic,generalOrUnknown,AttributeSimulation
scorpion,lust,generalOrUnknown,Simulation
scorpion,october,generalOrUnknown,AssociationSimulation
scorpion,remorse,generalOrUnknown,Simulation
scorpion,repentance,mayan,Simulation
scorpion,sabazios,phrygian,AttributeSimulation
scorpion,scorpio,generalOrUnknown,Simulation
scorpion,set,egyptian,AttributeSimulation
scorpion,sin,generalOrUnknown,Simulation
scorpion,suffering,generalOrUnknown,Simulation
scorpion,theDevil,generalOrUnknown,Simulation
scorpion,torment,christian,Simulation
scorpion,torture,generalOrUnknown,Simulation
scorpion,treachery,christian @ generalOrUnknown,Simulation
scotland,perseverance,generalOrUnknown,AssociationSimulation
scotland,thrift,generalOrUnknown,AssociationSimulation
scourgeWhip,discipline,generalOrUnknown,Simulation
scourgeWhip,erinyesFuries,grecoRoman,AttributeSimulation
scourgeWhip,hunting,generalOrUnknown,RelatednessSimulation
scourgeWhip,persecution,generalOrUnknown,Simulation
ruby,healthOfTheHeart,russian,Simulation
ruby,blood,russian,Simulation
ruby,brain,russian,Simulation
ruby,memory,russian,Simulation
ruby,vitality,russian,Simulation
scourgeWhip,peter,christian,AttributeSimulation
scourgeWhip,remorse,generalOrUnknown,Simulation
scourging,punishment,generalOrUnknown,Simulation
sigma,communicationOrConnectionWithHeaven,generalOrUnknown,Simulation
silence,absenceOfLife,generalOrUnknown,Simulation
silk,4th,generalOrUnknown,AssociationSimulation
silverColorAndMetal,25thSilverAnniversaries,generalOrUnknown,AssociationSimulation
silverColorAndMetal,clearConscience,generalOrUnknown,Simulation
silverNecklace,aSoldierWhoWasARomanCitizen,roman,AttributeSimulation
silverWand,aBardOfTheSecondRank,celtic,AttributeSimulation
silverware,16thWeddingAnniversaries,generalOrUnknown,AssociationSimulation
simurgPerchedOnAClericOrWouldBeRuler,acceptanceOfThatPersonByOrmuzdAsADivineRepresentative,persian,Simulation
sixLeggedMonsterWithGnarledHorns,bukavac,serbian,Simulation
sidraTree,originOfTheRiversOfMilkHoneyWaterWine,islamic,Simulation
sidraTree,theCelestialTree,islamic,Simulation
sidraTree,theCenterOfParadise,islamic,Simulation
signetRing,delegationOfAuthority,generalOrUnknown,Simulation
silence,prefaceToRevelation,generalOrUnknown,Simulation
silence,spiritualProgression,generalOrUnknown,Simulation
silence,theStateBeforeCreation,generalOrUnknown,Simulation
silence,theStateOfTheEndOfTheWorld,generalOrUnknown,Simulation
silk,12thWeddingAnniversaries,generalOrUnknown,AssociationSimulation
silk,theBondsOfSocialBehavior,generalOrUnknown,Simulation
silk,upperClasses,generalOrUnknown,Simulation
silkWorm,leiTsu,chinese,AttributeSimulation
silverBough,theLinkBetweenThisWorldAndTheFairyWorld,generalOrUnknown,Simulation
silverColorAndMetal,brightness,chinese,Simulation
silverColorAndMetal,objectOfDesireAndTheHarmItCauses,generalOrUnknown,Simulation
silverColorAndMetal,protectsChildrenFromEvilInfluences,chinese,Simulation
silverCord,holdsTheSoulToTheBodyDuringIncarnation,generalOrUnknown,Simulation
silverDoors,thePalaceOfTheSun,generalOrUnknown,AssociationSimulation
silverLeavedGeranium,recall,flowerLanguage,Simulation
silverPillars,styxSDwelling,grecoRoman,AttributeSimulation
silverTongue,persuasiveSpeech,generalOrUnknown,Simulation
singleAster,iWillThinkOfIt,flowerLanguage,Simulation
singleBirdInACage,aKeptWoman,generalOrUnknown,Simulation
singleEarringOnASailor,devotionToTheSea,generalOrUnknown,Simulation
sinkingInMud,fearOfMaternalIncest,generalOrUnknown,Simulation
sisyphus,senselessHumanEndeavor,greek,Simulation
sisyphus,theRiseAndFallOfTheSun,greek,Simulation
sittingCatWithRaisedPaw,manekoNoko,japanese,Simulation
sittingUnderAFigTree,thePeacefulLife,generalOrUnknown,Simulation
sixFlames,theSixGiftsOfTheHolySpirit,christian,Simulation
sicSemperTyrannis,maryland,generalOrUnknown,Simulation
sicSemperTyrannis,virginia,generalOrUnknown,Simulation
sigma,divinePower,generalOrUnknown,Simulation
silence,theVoiceOfGod,generalOrUnknown,Simulation
silk,extravagance,generalOrUnknown,Simulation
silkShirt,wealth,generalOrUnknown,AssociationSimulation
silkWorm,industry,chinese,EmblematicSimulation
silverAsPayment,betrayal,generalOrUnknown,Simulation
silverAsPayment,bribery,generalOrUnknown,Simulation
silverBirch,theArchangelRaphael,generalOrUnknown,AssociationSimulation
silverBow,apollo,grecoRoman,AttributeSimulation
silverBowAndArrows,artemisDiana,grecoRoman,AttributeSimulation
silverBowOfArtemisDiana,theCrescentMoon,grecoRoman,Simulation
silverColorAndMetal,purifiedAffections,alchemic,Simulation
silverCord,judgmentDay,generalOrUnknown,RelatednessSimulation
silverCup,prize,generalOrUnknown,Simulation
silverEgg,theMoon,generalOrUnknown,Simulation
silverGray,theMoon,generalOrUnknown,AssociationSimulation
silverWeapons,bribery,generalOrUnknown,Simulation
singleBirdInACage,hopeOfFreedomOrOfSalvation,generalOrUnknown,Simulation
singleEye,osiris,egyptian,EmblematicSimulation
singleFeather,maat,egyptian,AttributeSimulation
singleRose,simplicity,flowerLanguage,Simulation
sinkingInMud,devouring,generalOrUnknown,Simulation
sittingAtAWindow,mourning,generalOrUnknown,Simulation
sittingAtAWindow,yearning,generalOrUnknown,Simulation
sittingInDarkness,slavery,generalOrUnknown,Simulation
sickle,priapus,grecoRoman,AttributeSimulation
sickle,reaping,generalOrUnknown,Simulation
sickle,silvanus,grecoRoman,AttributeSimulation
sickle,summer,generalOrUnknown,AttributeSimulation
sickle,theArchangelAzrael,generalOrUnknown,AttributeSimulation
sickle,theCrescentMoon,generalOrUnknown,Simulation
sickle,time,generalOrUnknown,Simulation
silk,beauty,generalOrUnknown,Simulation
silk,luxury,generalOrUnknown,Simulation
silk,purity,generalOrUnknown,Simulation
silk,riches,generalOrUnknown,Simulation
silk,sensuality,generalOrUnknown,Simulation
silk,virtue,generalOrUnknown,Simulation
silverColorAndMetal,cancer,generalOrUnknown,AssociationSimulation
silverColorAndMetal,chastity,christian @ generalOrUnknown @ heraldic,Simulation
silverColorAndMetal,divineWisdom,christian,Simulation
silverColorAndMetal,eloquence,christian @ generalOrUnknown,Simulation
silverColorAndMetal,faith,generalOrUnknown @ heraldic,Simulation
silverColorAndMetal,fidelity,generalOrUnknown,Simulation
silverColorAndMetal,innocence,generalOrUnknown @ heraldic,Simulation
silverColorAndMetal,joy,heraldic,Simulation
silverColorAndMetal,justice,heraldic,Simulation
silverColorAndMetal,peace,heraldic,Simulation
silverColorAndMetal,purity,chinese @ christian @ generalOrUnknown @ heraldic,Simulation
satyr,folly,grecoRoman,Simulation
satyr,lasciviousness,grecoRoman,Simulation
severingTheHeadOfAnEnemy,capturingHisStrengthPowers,generalOrUnknown,Simulation
shadow,aBhutCastsNoShadow,hindu,Simulation
shadow,aGhost,generalOrUnknown,Simulation
shankBone,aReminderOfBurntOfferingsAndOfTheAncientGloryOfTheTemple,jewish,Simulation
sheol,aDiminishedLifeOfSilence,jewish,Simulation
shepherd,aBishopAbbotOrAbbess,christian,Simulation
shepherd,amynos,sumerosemitic,AssociationSimulation
shepherd,aProtector,generalOrUnknown,Simulation
sevenTrumpets,theSevenArchangels,jewish,Simulation
sevenWalls,aralu,babylonian,AttributeSimulation
sevenWomen,theSevenVirtuesFaithHopeCharityTemperancePrudenceFortitudeJusticeTheseMayBeIdentifiedByTheirAttributesGlobeSerpentScales,generalOrUnknown,Simulation
severedHeadAtTheFeetOrInTheHand,juliusCaesar,grecoRoman,AttributeSimulation
severedHeadAtTheFeetOrInTheHandOrBeingPutInABag,judith,christian,AttributeSimulation
severedHeadHeldByAWomanBeforeAKing,theKingIsOttoIii,germanic,Simulation
severedHeadHeldOverAnUrn,tomyris,generalOrUnknown,Simulation
severedHeadPiercedByAnArrow,americaPersonifiedBothContinents,generalOrUnknown,AttributeSimulation
severedHeadPlacedInAnUrnByTwoWomen,tomyrisWithTheHeadOfCyrus,grecoRoman,Simulation
severedHeadTogetherWithTheBody,manliusTorquatus,grecoRoman,Simulation
severedHeadWithSerpentsForHairHeldByYouth,perseusWithMedusaSHead,grecoRoman,Simulation
sewer,theBaseAndTheVile,generalOrUnknown,Simulation
shade,theIncompletelyRevealed,generalOrUnknown,Simulation
shadow,aDepartedSoul,generalOrUnknown,Simulation
shadow,existenceBetweenTheSoulAndTheBody,generalOrUnknown,Simulation
shadow,ghostsHaveNoShadows,folkloric,Simulation
shadow,halfTruth,generalOrUnknown,Simulation
shadow,theEvilOrBaseSideOfTheSelf,generalOrUnknown,Simulation
shadow,theNegativePrinciple,generalOrUnknown,Simulation
shadow,thePrimitiveSideOfAnIndividual,generalOrUnknown,Simulation
shakti,cosmicEnergy,hindu,Simulation
shakti,theDivineMother,hindu,Simulation
shakti,theFemaleElementInAllBeing,hindu,Simulation
shampooing,preparationForReceptionOfNewThoughtsEmotionsOrIdeas,generalOrUnknown,Simulation
shampooing,riddingOneselfOfOldThoughtsEmotionsIdeas,generalOrUnknown,Simulation
sharedBread,sharedAndUnitedLife,generalOrUnknown,Simulation
sheaf,alphaGammaRho,heraldic,Simulation
sheaf,godSBounty,generalOrUnknown,Simulation
sheaf,josephSDream,jewish,Simulation
sheaf,reductionOfTheManyIntoOne,generalOrUnknown,Simulation
sheafOfGrain,concordPersonified,generalOrUnknown,AttributeSimulation
sheafOfMillet,preservationPersonified,generalOrUnknown,AttributeSimulation
sheafWithScroll,oldTestamentFeastOfThePentecost,jewish,Simulation
sheepskin,connectedWithParchment,generalOrUnknown,Simulation
sheepskin,diploma,generalOrUnknown,Simulation
sheepWithItsFeetBound,theSacrificialLamb,generalOrUnknown,Simulation
sheet,garbOfGhosts,generalOrUnknown,Simulation
sheet,sail,generalOrUnknown,Simulation
shekinah,godSPresence,jewish,Simulation
sheol,abodeOfTheDead,jewish,Simulation
shepherd,guardianOfAncientWisdom,generalOrUnknown,Simulation
shepherd,magos,sumerosemitic,AssociationSimulation
sevenTrumpets,theFallOfJericho,jewish,Simulation
severalMonksInASmallBoat,stBrendan,christian,Simulation
severalPeoplePrayingBeforeAnAltarOnWhichWandsArePiled,stJoseph,generalOrUnknown,AssociationSimulation
severalSoldiersAttackingWomenAndChildren,theIronAge,generalOrUnknown,Simulation
severedHeadAtTheFeetOfAWingedGod,hermesMercury,grecoRoman,Simulation
severedHeadBlindfoldOnAHorse,stPaul,christian,Simulation
severedHeadOnAHorseOrOnAPlatter,johnTheBaptist,christian,Simulation
sewer,theInstincts,generalOrUnknown,Simulation
sewer,theUnconscious,generalOrUnknown,Simulation
sextant,astronomyPersonified,generalOrUnknown,AttributeSimulation
sextant,navigation,generalOrUnknown,Simulation
shade,ease,generalOrUnknown,Simulation
shadow,theAlterEgo,generalOrUnknown,Simulation
shangriLa,eternalYouth,generalOrUnknown,Simulation
shangriLa,retreatFromTheWorld,generalOrUnknown,Simulation
sharpWeapons,fire,generalOrUnknown,Simulation
shatteredIdol,hosea,jewish,AssociationSimulation
shatteredIdol,stPhilip,christian,AttributeSimulation
sheaf,farmhouse,heraldic,Simulation
sheaf,integration,generalOrUnknown,Simulation
sheaf,unification,generalOrUnknown,Simulation
sheafOfArrowsOrLances,aThunderbolt,generalOrUnknown,Simulation
sheafOfGrainShownWithAPlough,theSilverAgePersonified,generalOrUnknown,AttributeSimulation
sheafOfLances,aThunderbolt,generalOrUnknown,Simulation
sheepOnAManSShoulders,theGoodShepherd,christian,Simulation
sheetWithCross,thePassionOfChrist,christian,Simulation
shellDrippingWithWater,baptism,generalOrUnknown,Simulation
shellshapedStones,stStephen,christian,AttributeSimulation
shellTrumpet,vishnu,hindu,AttributeSimulation
sheol,separationFromGod,jewish,Simulation
shadow,gloom,generalOrUnknown,Simulation
shadow,obscurity,generalOrUnknown,Simulation
shadow,protection,generalOrUnknown,Simulation
shadow,thePast,generalOrUnknown,Simulation
shadow,theRepressed,generalOrUnknown,Simulation
shadow,theSoul,generalOrUnknown,Simulation
shadow,yin,chinese,Simulation
shakti,manifestation,hindu,Simulation
sheaf,agriculture,generalOrUnknown,Simulation
sheaf,autumn,generalOrUnknown,AssociationSimulation
sheaf,discipline,generalOrUnknown,Simulation
sheaf,harvest,generalOrUnknown,Simulation
sheaf,plenty,generalOrUnknown,Simulation
sheaf,strength,generalOrUnknown,Simulation
sheaf,thanksgiving,generalOrUnknown,EmblematicSimulation
sheaf,unity,generalOrUnknown,Simulation
sheet,bed,generalOrUnknown,Simulation
sheet,coition,generalOrUnknown,Simulation
sheet,death,generalOrUnknown,Simulation
sheet,ghost,generalOrUnknown,Simulation
snail,sin,christian,Simulation
snail,sloth,christian,Simulation
snail,tenderness,generalOrUnknown,Simulation
snail,theLunar,generalOrUnknown,Simulation
snail,theSelf,generalOrUnknown,Simulation
snail,voluptuousness,generalOrUnknown,Simulation
snail,vulva,generalOrUnknown,Simulation
serpentWithAWomanSHead,aLamia,grecoRoman,Simulation
serpentGod,damballa,haitian,Simulation
serpentheadedWoman,amunet,egyptian,Simulation
serpentheadedWoman,kauket,egyptian,Simulation
serpentOrDragonGuardingATree,theDifficultyOfAttainingWisdom,generalOrUnknown,Simulation
serpentsAtTheSideOfASunDisk,theGoddessesWhoDroveOutTheEnemiesOfRa,egyptian,Simulation
serpentsSpringingFromShoulders,theDyingSunGodAndNidaba,sumeroSemitic,AttributeSimulation
serpentWithAHumanHead,ningizzida,sumeroSemitic,Simulation
serpentWithAWomanSHead,deceitPersonified,generalOrUnknown,Simulation
serpentWithAWomanSHeadEntwinedOnTheCross,theTemptationOfChrist,christian,Simulation
serpentWithManyHeads,nagini,hindu,Simulation
serpentWithPigAndRooster,theCenterOfTheRoundOfExistence,buddhist,Simulation
serpentWithRodOrStaff,theMiraclesOfAaron,jewish,Simulation
sesame,promotesLongevity,chinese,Simulation
sesame,tonic,chinese,Simulation
set,evilLightFromDarkPlaces,egyptian,Simulation
set,primevalPowerDirectedToEvilEnds,egyptian,Simulation
settingOfThePleiades,newSowing,generalOrUnknown,Simulation
settingSun,locationOfAmenti,egyptian,Simulation
sevenBowlsAtAShrine,theSevenOfferingsForAnHonoredGuest,buddhist,Simulation
sevenbranched,menorah,generalOrUnknown,Simulation
sevenbranchedTree,theSevenPlanetsGoverningAMillennium,persian,Simulation
sevenCircuitsAroundTheKaAba,theSevenAttributesOfGod,islamic,Simulation
sevenFishLikeMen,theAbgal,sumeroSemitic,Simulation
sevenGates,aralu,babylonian,AttributeSimulation
sevenGoldenCandlesticks,theSevenEarlyChristianChurchesOfAsiaMinor,christian,Simulation
sevenKnottedBamboo,theSevenDegreesOfInitiationAndInvocation,chinese,Simulation
sevenLamps,theSevenEarlyChurches,christian,Simulation
sevenMetalStairs,theGradesOfAscensionForTheInitiate,mithraic,Simulation
sevenMetalStairs,theMajorPlanets,mithraic,Simulation
sevenOr12Runged,theDegreesOrStagesOfInitiation,generalOrUnknown,Simulation
sevenOxen,pullTheChariotOfTheSun,norse,Simulation
sevenStairs,theSevenCosmicStages,buddhist,Simulation
sevenStringedLyre,theSevenPlanetsKnownToTheAncientsTheSevenToneMusicalScale,generalOrUnknown,Simulation
serpentEntwinedAroundAWomanSArmOrLeg,eurydice,grecoRoman,Simulation
serpentEntwinedOnTheTreeOfKnowledge,lucifer,christian,Simulation
serpentEntwinedOnTheTreeOfKnowledge,malevolence,christian,Simulation
serpentEntwinedOnTheTreeOfLife,beneficence,christian,Simulation
serpentEntwinedOnTheTreeOfLife,wisdom,christian,Simulation
serpentEntwiningACorpseWithOtherVictimsNearby,cadmus,grecoRoman,Simulation
serpentInALoafOfBreadOrInOtherFood,stBenedict,christian,AttributeSimulation
serpentInAnEagleSTalonsOrTrampledUnderfootByAStag,evilDefeatedByGood,generalOrUnknown,Simulation
serpentInAnEagleSTalonsOrTrampledUnderfootByAStag,theVictoryOfTheSpiritOverSin,generalOrUnknown,Simulation
serpentineCactus,horror,flowerLanguage,Simulation
serpentOnACross,prototypeOfChristRaisedOnTheTreeOfLife,christian,Simulation
serpentOnACrossOrPole,prototypeOfChristRaisedOnTheTreeOfLife,christian,Simulation
serpentOnASword,stJohn,christian,AttributeSimulation
serpentOnATauCross,christ,christian,Simulation
serpentOnTheHead,ixchel,mayan,AttributeSimulation
serpentOverAFireOrOnAManSWrist,stPaul,christian,AssociationSimulation
serpentPassingThroughACircle,fusion,alchemic,Simulation
serpentSloughingItsSkin,healing,generalOrUnknown,Simulation
serpentSloughingItsSkin,rebirth,generalOrUnknown,Simulation
serpentTrampledUnderfootByAStag,evilDefeatedByGood,generalOrUnknown,Simulation
serpentTrampledUnderfootByAStag,theVictoryOfTheSpiritOverSin,generalOrUnknown,Simulation
serpentWithAHumanBody,naga,hindu,Simulation
serpentWithAHumanBody,nagina,hindu,Simulation
serpentWithAManSHead,erichthonius,grecoRoman,Simulation
serpentWithARamSHeadOrHorns,cernunnos,gallic,Simulation
serpentWithARamSHeadOrStagSHead,cernunnos,gallic,AttributeSimulation
serpentWithAStagSHead,cernunnos,gallic,AttributeSimulation
serpentWithHeadErect,humanWisdom,generalOrUnknown,Simulation
serpentWithHisTailInHisMouthFormingACircle,jormungandr,norse,Simulation
serpentWithHisTailInHisMouthFormingACircle,theUniverse,norse,Simulation
serpentWithInfantInABasket,erichthonius,grecoRoman,Simulation
serpentWithItsHeadErect,humanWisdom,generalOrUnknown,Simulation
serpentWithManyCoilsAndOrAHumanHead,apep,egyptian,Simulation
serpentWithManyHeads,naga,hindu,Simulation
serpentWithOneEarToTheGroundAndItsTailStoppingTheOtherEar,prudence,jewish,Simulation
serpentWithRodOrStaff,moses,jewish,Simulation
serpentWithSevenHeads,hydra,grecoRoman,Simulation
serpentWithStag,cosmicUnity,generalOrUnknown,Simulation
serpentWithStag,totality,generalOrUnknown,Simulation
serpentWithThreeHeadsManSBullSAndLionS,chronos,grecoRoman,Simulation
serpentWithThreeHeadsManSBullSLionS,chronos,grecoRoman,Simulation
serpentWithTwoHeads,anAmphisbaena,generalOrUnknown,Simulation
serpentWrappedAroundAColumn,wisdomWithFortitude,heraldic,Simulation
servant,devotion,generalOrUnknown,Simulation
servant,service,generalOrUnknown,Simulation
servant,submission,generalOrUnknown,Simulation
sesame,fertility,generalOrUnknown,Simulation
settingOfThePleiades,fall,generalOrUnknown,Simulation
settingSun,osiris,egyptian,Simulation
sevenbranched,theChakras,generalOrUnknown,Simulation
sevenbranchedTree,cosmicTree,persian,Simulation
sevenCandles,jesus,christian,Simulation
sevenCords,samson,jewish,AssociationSimulation
sevenDoves,theSevenGiftsOfTheHolySpirit,christian,Simulation
sevenFallingStars,theApocalypse,christian,Simulation
sevenFlames,theSevenGiftsOfTheHolySpirit,christian,Simulation
sevenGrains,theSevenGiftsOfTheHolySpirit,christian,Simulation
sevenHeadedDragon,destruction,heraldic,Simulation
sevenHeadedDragon,terror,heraldic,Simulation
sepulcher,death,generalOrUnknown,Simulation
silverColorAndMetal,seleneLuna,grecoRoman,AssociationSimulation
snappingAGirdle,aChristianConvertingToIslam,islamic,Simulation
snare,aStrangeWoman,generalOrUnknown,Simulation
snipe,aSimpleton,generalOrUnknown,Simulation
soldiersMarchingUnderATriumphalArch,cleansingOfBloodshed,roman,Simulation
sorrel,affectionEspeciallyParental,flowerLanguage,Simulation
sorrel,comfortingAffection,japanese,Simulation
snailSTrack,theMilkyWay,generalOrUnknown,Simulation
snailsWhenEaten,sexualPower,generalOrUnknown,Simulation
sneezingWhileTalkingToSomeone,divineApprovalOfWhatWasSaid,african,Simulation
snow,euphemismForCocaine,generalOrUnknown,Simulation
snow,frigidityEspeciallyInWomen,generalOrUnknown,Simulation
snow,overpoweredEmotions,generalOrUnknown,Simulation
soaringEagle,theLiberatedSpiritualPartOfPrimeMatter,alchemic,Simulation
solarWheel,theSunChariotOfApollo,grecoRoman,Simulation
soldierBeforeATombWomanAtSwordpoint,theSacrificeOfPolyxena,grecoRoman,Simulation
soldierBeingKilledByAWomanPoundingATentStakeIntoHisHead,theSoldierIsSisera,jewish,Simulation
soldierFightingEnemyOnBridge,horatio,grecoRoman,Simulation
soldierFightingWithNakedManOnBridge,rodomontAndOrlandoRespectively,italian,Simulation
soldierHoldingANakedWomanAtSwordpointInBedchamber,theRapeOfLucretia,grecoRoman,Simulation
soldierOnACouchWithAWomanHisWeaponsAside,loveConqueringWar,generalOrUnknown,Simulation
soldierOnACouchWithAWomanHisWeaponsAside,marsWithVenus,grecoRoman,Simulation
soldierOnHorsebackLeapingIntoAPit,marcusCurtius,grecoRoman,Simulation
soldierPouringWaterFromAHelmetOnADyingWoman,tancredAndClorinda,generalOrUnknown,Simulation
soldierReceivingMonkSHabitFromAbbot,conversionOfStWilliamOfAquitaine,christian @ generalOrUnknown,Simulation
soldiersKillingBabies,slayingOfTheHolyInnocents,christian,Simulation
soldierSlayingASage,deathOfArchimedes,grecoRoman,Simulation
soldiersMarchingUnderATriumphalArch,imposingABarrierBetweenTheVictorsAndTheGhostsOfTheEnemy,roman,Simulation
soldierStabbingAWomanBeforeAJudge,deathOfVirginia,grecoRoman,Simulation
soldierThrowingHisSwordOntoAScalePan,brennus,gallic,Simulation
solidColorCarnation,acceptance,flowerLanguage,Simulation
solitaryBirds,theIsolationOfThoseWhoLiveOnASuperiorMentalPlane,generalOrUnknown,Simulation
solomonKing,humanWisdomCombinedWithHumanWeakness,generalOrUnknown,Simulation
solomonKing,wisdomAndPower,solomonSRing,Simulation
soma,aSacredIntoxicatingDrinkUsedInVedicRitualPersonified,generalOrUnknown,Simulation
sophia,creativeSpiritOfGod,generalOrUnknown,Simulation
sophia,wisdomOfTheUniverse,generalOrUnknown,Simulation
sorrel,resignationToSorrow,generalOrUnknown,Simulation
sorrowfulGeranium,melancholyMind,flowerLanguage,Simulation
snailSTrack,connectionBetweenHeavenAndEarth,generalOrUnknown,Simulation
snailWithScallopShell,stLydia,christian,AttributeSimulation
snakes,athena,greek,Simulation
snakes,wadd,arabian,Simulation
snapdragonTea,charm,greek,ProtectionSimulation
sneezingGoingUpAGangplank,illOmen,mediterranean,Simulation
sneezingInAPeriodOfSilence,aGoodOmen,african,Simulation
sneezingOnAShipSGangplank,illOmenForAVoyage,generalOrUnknown,Simulation
snipe,aFool,generalOrUnknown,Simulation
snow,impotence,generalOrUnknown,Simulation
snowLeopard,himachalPradesh,generalOrUnknown,Simulation
snowLeopard,pakistan,generalOrUnknown,Simulation
soaringEagle,volatilization,alchemic,Simulation
sol,theSunPersonified,generalOrUnknown,Simulation
soldierAccompaniedByHermesMercury,heraclesHercules,grecoRoman,Simulation
soldierHoldingAMirrorForHisMistress,rinaldoAndArmida,italian,Simulation
soldierHoldingCloakAndSword,stMartinOfTours,christian,Simulation
soldierInArmorWithRedCrossOnBreastplate,stMaurice,christian,Simulation
soldierKneelingBeforeAFleece,gideon,grecoRoman,Simulation
soldierOnAWhiteHorseKillingSaracens,stJamesTheGreater,christian,Simulation
soldierPlacingHisHandIntoABrazier,muciusScaevola,grecoRoman,Simulation
soldiersGamblingForATunic,theCrucifixion,christian,AssociationSimulation
soldierSleepingByAPillarWomanKneelingBesideHim,rinaldoAndArmida,generalOrUnknown,Simulation
soldiersOnHorsebackInTheSky,portentOfWar,jewish,Simulation
soldiersScalingCityWallsObservedByNuns,stClare,christian,AssociationSimulation
soldierStandingWithSwordAndShieldOrLance,stDemetrius,christian,Simulation
soldierWithAnvil,stAdrian,christian,Simulation
soldierWithCrocodile,stTheodore,christian,Simulation
soldierWithFalconOnWrist,stBavo,christian,Simulation
soldierWithHandInBrazier,muciusScaevola,roman,Simulation
soldierWithKeys,stHippolytus,christian,Simulation
soldierWithLanceOnHorseback,stLonginus,christian,Simulation
soldierWithMillstoneOrBucketOrPitcher,stFlorian,christian,Simulation
soldierWithPalmAndBannerOfTheResurrection,stAnsanus,christian,Simulation
soldierWithPalmBannerWithEagleAndRedCrossOnBreastplate,stMaurice,christian,Simulation
soldierWithStag,stEustace,christian,Simulation
solidagoGigantea,kentucky,generalOrUnknown,Simulation
solidagoGigantea,nebraska,generalOrUnknown,Simulation
solon,happiness,greek,Simulation
solon,humbleness,greek,Simulation
solon,wisdom,greek,Simulation
solstice,winterSolstice,generalOrUnknown,Simulation
sorrel,parentalAffection,generalOrUnknown,Simulation
sorrel,theBitternessOfTheirBondage,jewish,Simulation
snare,sin,generalOrUnknown,Simulation
snare,temptation,generalOrUnknown,Simulation
snow,blindness,generalOrUnknown,Simulation
snow,chastity,generalOrUnknown,Simulation
snow,death,generalOrUnknown,Simulation
snow,nothingness,generalOrUnknown,Simulation
snow,purity,generalOrUnknown,Simulation
snow,virginity,generalOrUnknown,Simulation
solarWheel,ashur,assyrian,EmblematicSimulation
solarWheel,baal,sumeroSemitic,AttributeSimulation
solarWheel,fertility,generalOrUnknown,Simulation
solarWheel,heliosSol,grecoRoman,Simulation
solarWheel,life,generalOrUnknown,Simulation
solarWheel,shamash,sumeroSemitic,AttributeSimulation
swallowBird,unfaithfulness,japanese,Simulation
swallowBird,wantonness,generalOrUnknown,Simulation
south,bodyHeat,tungun,AssociationSimulation
sparkInACandleFlame,aStrangerOrLetterWillCome,generalOrUnknown,Simulation
sparrowHawk,braveWarrior,generalOrUnknown,Simulation
speakingAss,balaamSAss,islamic,Simulation
spearmint,burningLove,generalOrUnknown,Simulation
sphinxWithRamSHead,aCriosphinx,generalOrUnknown,Simulation
spider,acumen,roman,Simulation
spider,aMiser,generalOrUnknown,Simulation
soul,manSCreativeOrImmortalPart,generalOrUnknown,Simulation
sound,soundExistedBeforeSight,generalOrUnknown,Simulation
sound,thatWhichBroughtTheUniverseIntoBeing,generalOrUnknown,Simulation
sound,thatWhichLacksSoundIsTheFirstCauseItself,generalOrUnknown,Simulation
sound,theBeingOfTheUniverseIsSound,generalOrUnknown,Simulation
south,domesticatedAnimals,dogon,AssociationSimulation
south,evilBeingDestroyedByFaroAtTheBeginningOfTime,bambaran,Simulation
south,homeOfHitzilopochtliMictlantecuhtli,mexicanIndian,Simulation
